month,state,permit,permit_recheck,handgun,long_gun,other_gun,multiple,other_sale_types,checks_combined
18-Sep,Delaware,154,0,1187,1225,73,53,151,2843
18-Sep,District of Columbia,119,0,78,4,0,1,1,203
18-Sep,Florida,14805,0,38313,14646,2945,1734,6361,78804
18-Sep,Georgia,14708,0,10387,7060,476,455,3011,36097
18-Sep,Guam,0,0,77,24,11,7,1,120
18-Sep,Hawaii,971,0,0,0,0,0,4,975
18-Sep,Idaho,6119,1,3217,4776,212,211,1030,15566
18-Sep,Illinois,12726,189108,16749,9393,0,719,0,228695
18-Sep,Indiana,25056,0,13687,10201,1068,610,1165,51787
18-Sep,Iowa,5640,5583,132,2391,33,2,80,13861
18-Sep,Kansas,1380,12,4043,4326,421,279,968,11429
18-Sep,Kentucky,393160,0,6603,6014,300,448,2860,409385
18-Sep,Louisiana,3102,484,8654,9546,699,607,1966,25058
18-Sep,Maine,518,0,2678,4102,184,188,256,7926
18-Sep,Mariana Islands,0,0,4,2,2,0,0,8
18-Sep,Maryland,1948,0,3413,4397,100,29,350,10237
18-Sep,Massachusetts,9704,0,3518,2407,393,166,132,16320
18-Sep,Michigan,16189,17,7630,9887,446,155,457,34781
18-Sep,Minnesota,24667,2708,3801,10997,359,217,590,43339
18-Sep,Mississippi,2074,0,6470,6042,330,331,2436,17683
18-Sep,Missouri,1867,0,15226,12816,1270,998,2828,35005
18-Sep,Montana,1051,0,2326,4565,176,276,1376,9770
18-Sep,Nebraska,2923,98,83,1547,17,3,92,4763
18-Sep,Nevada,1730,0,3714,2111,284,224,423,8486
18-Sep,New Hampshire,1339,0,4150,3161,163,4,192,9009
18-Sep,New Jersey,0,0,3511,2480,147,0,0,6138
18-Sep,New Mexico,891,0,4596,3985,437,259,992,11160
18-Sep,New York,2763,1696,7755,15014,1017,184,945,29374
18-Sep,North Carolina,15458,0,958,8836,700,178,3442,29572
18-Sep,North Dakota,382,0,1336,3135,100,64,209,5226
18-Sep,Ohio,10640,579,17460,13312,1110,868,1729,45698
18-Sep,Oklahoma,1096,0,8158,7776,921,826,3383,22160
18-Sep,Oregon,4049,50,11763,10604,0,7,171,26644
18-Sep,Pennsylvania,20170,0,36793,12563,36,0,858,70420
18-Sep,Puerto Rico,0,0,2155,197,97,23,18,2490
18-Sep,Rhode Island,0,0,738,562,111,160,50,1621
18-Sep,South Carolina,6193,186,6680,4748,501,288,1563,20159
18-Sep,South Dakota,1054,1,1975,3564,184,146,381,7305
18-Sep,Tennessee,14255,0,18721,11942,1167,0,49,46134
18-Sep,Texas,39254,0,33746,33087,2907,2167,10205,121366
18-Sep,Utah,10846,172,2678,3400,274,0,851,18221
18-Sep,Vermont,0,0,1486,1853,114,120,17,3590
18-Sep,Virgin Islands,77,0,21,1,0,0,0,99
18-Sep,Virginia,2169,17,16923,12040,2448,0,30,33627
18-Sep,Washington,11446,47,13517,11021,1953,575,4315,42874
18-Sep,West Virginia,1973,0,4914,5918,248,324,2034,15411
18-Sep,Wisconsin,7944,0,11254,12707,762,50,477,33194
18-Sep,Wyoming,564,5,1545,2235,121,111,407,4988
18-Aug,Alabama,22465,0,5991,5741,218,274,2538,37227
18-Aug,Alaska,218,0,2593,3057,220,181,549,6818
18-Aug,Arizona,12014,455,10833,6987,887,693,2280,34149
18-Aug,Arkansas,5684,690,4809,5590,226,342,3161,20502
18-Aug,California,38687,0,34617,25666,3117,0,932,103019
18-Aug,Colorado,10004,0,16160,12392,1062,971,333,40922
18-Aug,Connecticut,7057,466,4519,1690,605,0,1,14338
18-Aug,Delaware,173,0,1262,1162,85,58,174,2914
18-Aug,District of Columbia,235,0,91,1,0,2,0,329
18-Aug,Florida,17524,0,44227,15734,3176,1935,7115,89711
18-Aug,Georgia,17288,0,10894,7419,431,486,3528,40046
18-Aug,Guam,0,0,84,37,9,3,0,133
18-Aug,Hawaii,1125,0,0,0,0,0,4,1129
18-Aug,Idaho,5550,3,3374,3899,254,185,1047,14312
18-Aug,Illinois,14583,199766,17992,9858,0,665,0,242864
18-Aug,Indiana,31327,0,15764,10339,1252,698,1332,60712
18-Aug,Iowa,6819,5279,160,1935,18,6,89,14306
18-Aug,Kansas,1902,6,4500,4505,365,299,1113,12690
18-Aug,Kentucky,393679,0,7250,6241,306,490,3834,411800
18-Aug,Louisiana,2866,20,9103,8745,693,619,2227,24273
18-Aug,Maine,466,0,2835,2946,236,138,330,6951
18-Aug,Mariana Islands,0,0,6,7,0,0,0,13
18-Aug,Maryland,2612,0,4148,4001,103,34,383,11281
18-Aug,Massachusetts,10497,0,4322,2396,428,221,111,17975
18-Aug,Michigan,19265,6,8110,7973,440,156,431,36381
18-Aug,Minnesota,28585,0,3773,8142,312,189,547,41548
18-Aug,Mississippi,2496,0,7489,6695,320,394,3151,20545
18-Aug,Missouri,1381,0,16706,13657,1371,1004,3555,37674
18-Aug,Montana,1069,0,2617,3805,162,218,1438,9309
18-Aug,Nebraska,2744,16,95,1493,16,7,85,4456
18-Aug,Nevada,2104,0,4164,2137,271,198,476,9350
18-Aug,New Hampshire,1431,0,4382,2960,139,1,92,9005
18-Aug,New Jersey,0,0,4069,2968,179,0,0,7216
18-Aug,New Mexico,796,0,5303,4077,421,293,1148,12038
18-Aug,New York,2942,2500,8314,11362,970,193,864,27145
18-Aug,North Carolina,22956,0,1180,10190,738,217,4519,39800
18-Aug,North Dakota,546,0,1284,2475,102,79,214,4700
18-Aug,Ohio,14802,482,18482,12449,1181,894,1999,50289
18-Aug,Oklahoma,8,0,9823,8558,981,849,3971,24190
18-Aug,Oregon,4732,31,11938,8751,0,10,186,25648
18-Aug,Pennsylvania,23896,0,38142,11911,48,0,947,74944
18-Aug,Puerto Rico,0,0,2414,247,90,42,23,2816
18-Aug,Rhode Island,0,0,911,589,66,124,43,1733
18-Aug,South Carolina,10452,76,8135,5763,513,375,1966,27280
18-Aug,South Dakota,1426,0,2012,3041,155,139,383,7156
18-Aug,Tennessee,17141,0,20996,13165,1112,0,69,52483
18-Aug,Texas,45037,0,37819,35212,2934,2323,11402,134727
18-Aug,Utah,15480,355,2650,2996,254,0,899,22634
18-Aug,Vermont,0,0,1336,1251,99,75,20,2781
18-Aug,Virgin Islands,27,0,27,2,1,2,0,59
18-Aug,Virginia,1786,7,18729,11694,2329,0,33,34578
18-Aug,Washington,13560,46,14615,9761,1874,552,4459,44867
18-Aug,West Virginia,2248,0,4986,4987,265,375,2505,15366
18-Aug,Wisconsin,9330,2,11118,10987,697,41,557,32732
18-Aug,Wyoming,279,0,1570,2059,87,99,351,4445
18-Jul,Alabama,20642,0,5110,4540,222,222,1836,32572
18-Jul,Alaska,307,0,2391,2195,180,182,459,5714
18-Jul,Arizona,6265,484,10166,5848,1020,618,1958,26359
18-Jul,Arkansas,7406,1350,4245,3625,237,289,2247,19399
18-Jul,California,39153,0,30486,21136,3054,0,843,94672
18-Jul,Colorado,9818,0,15420,10239,1106,901,304,37788
18-Jul,Connecticut,6810,405,4379,1611,445,0,0,13650
18-Jul,Delaware,266,0,1314,950,103,63,144,2840
18-Jul,District of Columbia,156,0,88,2,0,0,0,246
18-Jul,Florida,15888,0,42524,13468,3215,1851,5963,82909
18-Jul,Georgia,15689,0,9759,5232,469,429,2666,34244
18-Jul,Guam,0,0,93,43,6,3,0,145
18-Jul,Hawaii,1050,0,0,0,0,0,7,1057
18-Jul,Idaho,6898,4,3202,3160,247,165,802,14478
18-Jul,Illinois,13684,160026,16840,7743,0,678,0,198971
18-Jul,Indiana,36004,0,13914,7825,1101,567,1046,60457
18-Jul,Iowa,4429,4238,76,1469,31,4,82,10329
18-Jul,Kansas,1781,5,4579,3410,444,254,891,11364
18-Jul,Kentucky,379409,0,6306,4537,295,341,2695,393583
18-Jul,Louisiana,2657,1,8596,6115,665,513,1682,20229
18-Jul,Maine,533,0,2542,2294,222,143,234,5968
18-Jul,Mariana Islands,0,0,5,7,3,0,0,15
18-Jul,Maryland,2424,0,3730,3398,115,36,317,10020
18-Jul,Massachusetts,8310,0,3380,1997,383,126,79,14275
18-Jul,Michigan,17657,15,7846,6018,457,146,304,32443
18-Jul,Minnesota,26954,0,3275,5135,310,160,445,36279
18-Jul,Mississippi,1850,0,5884,3568,291,281,2332,14206
18-Jul,Missouri,733,0,14330,10470,1187,784,2653,30157
18-Jul,Montana,995,1,2421,2865,192,205,1115,7794
18-Jul,Nebraska,2973,3,91,1090,16,1,46,4220
18-Jul,Nevada,2530,0,3678,1799,279,206,411,8903
